paper,title,room,category
4028,Neural Networks for Learnable and Scalable Influence Estimation of Instruction Fine-Tuning Data,Room 8,deep_learning
4029,Stochastic Process Learning via Operator Flow Matching,Room 6,machine_learning_for_sciences
4030,ProDyG: Progressive Dynamic Scene Reconstruction via Gaussian Splatting from Monocular Videos,Room 9,applications
4031,Discovering Latent Graphs with GFlowNets for Diverse Conditional Image Generation,Room 1,deep_learning
4032,Channel Simulation and Distributed Compression with Ensemble Rejection Sampling,Room 4,probabilistic_methods
4033,CoUn: Empowering Machine Unlearning via Contrastive Learning,Room 9,general_machine_learning
4034,Momentum-SAM: Sharpness Aware Minimization without Computational Overhead,Room 6,deep_learning
4035,Risk Bounds For Distributional Regression,Room 4,theory
4036,TopER: Topological Embeddings in Graph Representation Learning,Room 1,general_machine_learning
4037,Object-Centric Representation Learning for Enhanced 3D Semantic Scene Graph Prediction,Room 9,applications
4038,Smooth Quadratic Prediction Markets,Room 12,theory
4039,ToolRL: Reward is All Tool Learning Needs,Room 9,deep_learning
4040,Strategic Costs of Perceived Bias in Fair Selection,Room 1,social_and_economic_aspects_of_machine_learning
4041,The Adaptive Complexity of Minimizing Relative Fisher Information,Room 4,probabilistic_methods
4042,A Closer Look at Model Collapse: From a Generalization-to-Memorization Perspective,Room 6,deep_learning
4043,UI-Genie: A Self-Improving Approach for Iteratively Boosting MLLM-based Mobile GUI Agents,Room 3,applications
4044,Breaking the Gradient Barrier: Unveiling Large Language Models for Strategic Classification,Room 1,general_machine_learning
4045,RGNMR: A Gauss-Newton method for robust matrix completion with theoretical guarantees,Room 12,general_machine_learning
4046,Learning (Approximately) Equivariant Networks via Constrained Optimization,Room 1,deep_learning
4047,Gatekeeper: Improving Model Cascades Through Confidence Tuning,Room 3,infrastructure
4048,Modeling the Economic Impacts of AI Openness Regulation,Room 3,social_and_economic_aspects_of_machine_learning
4049,Wukong's 72 Transformations: High-fidelity Textured 3D Morphing via Flow Models,Room 5,applications
4050,Context-Aware Hierarchical Learning: A Two-Step Paradigm towards Safer LLMs,Room 10,deep_learning
4051,Martingale Posterior Neural Networks for Fast Sequential Decision Making,Room 3,probabilistic_methods
4052,One-Step Offline Distillation of Diffusion-based Models  via Koopman Modeling,Room 11,deep_learning
4053,JAFAR: Jack up Any Feature at Any Resolution,Room 9,deep_learning
4054,Single GPU Task Adaptation of Pathology Foundation Models for Whole Slide Image Analysis,Room 2,machine_learning_for_sciences
4055,Towards Unsupervised Domain Bridging via Image Degradation in Semantic Segmentation,Room 5,applications
4056,AdaSPEC: Selective Knowledge Distillation for Efficient Speculative Decoders,Room 8,deep_learning
4057,UFM: A Simple Path towards Unified Dense Correspondence with Flow,Room 9,applications
4058,ScatterAD: Temporal-Topological Scattering Mechanism for Time Series Anomaly Detection,Room 4,deep_learning
4059,Learning to Steer: Input-dependent Steering for Multimodal LLMs,Room 1,social_and_economic_aspects_of_machine_learning
4060,Crucible: Quantifying the Potential of Control Algorithms through LLM Agents,Room 3,applications
4061,Problem-Parameter-Free Decentralized Bilevel Optimization,Room 4,optimization
4062,Towards Unified Multimodal Interleaved Generation via Group Relative Policy Optimization,Room 5,applications
4063,Flow Matching Neural Processes,Room 6,deep_learning
4064,Who Speaks for the Trigger? Dynamic Expert Routing in Backdoored Mixture-of-Experts Transformers,Room 7,social_and_economic_aspects_of_machine_learning
4065,SHGR: A Generalized Maximal Correlation Coefficient,Room 2,general_machine_learning
4066,PolyPose: Deformable 2D/3D Registration via Polyrigid Transformations,Room 1,machine_learning_for_sciences
4067,Traversal Verification for Speculative Tree Decoding,Room 8,deep_learning
4068,Ultrametric Cluster Hierarchies: I Want ‘em All!,Room 4,general_machine_learning
4069,An Iterative Algorithm for Differentially Private $k$-PCA with Adaptive Noise,Room 4,social_and_economic_aspects_of_machine_learning
4070,$\boldsymbol{\lambda}$-Orthogonality Regularization for Compatible Representation Learning,Room 1,other
4071,On the $O(\frac{\sqrt{d}}{K^{1/4}})$ Convergence Rate of AdamW Measured by $\ell_1$ Norm,Room 12,optimization
4072,Scaling Law with Learning Rate Annealing,Room 3,deep_learning
4073,A Theoretical Study on Bridging Internal Probability and Self-Consistency for LLM Reasoning,Room 3,deep_learning
4074,Constructing an Optimal Behavior Basis for the Option Keyboard,Room 4,reinforcement_learning
4075,Depth-Width Tradeoffs for Transformers on Graph Tasks,Room 6,theory
4076,Riemannian Flow Matching for Brain Connectivity Matrices via Pullback Geometry,Room 6,neuroscience_and_cognitive_science
4077,Sample and Map from a Single Convex Potential: Generation using Conjugate Moment Measures,Room 6,deep_learning
4078,Lorentz Local Canonicalization: How to make any Network Lorentz-Equivariant,Room 1,machine_learning_for_sciences
4079,HoPE: Hybrid of Position Embedding for Long Context Vision-Language Models,Room 11,deep_learning
4080,DecompNet: Enhancing Time Series Forecasting Models with Implicit Decomposition,Room 6,other
4081,MOTION: Multi-Sculpt Evolutionary Coarsening for Federated Continual Graph Learning,Room 6,social_and_economic_aspects_of_machine_learning
4082,GUI-Rise: Structured Reasoning and History Summarization for GUI Navigation,Room 3,applications
4083,FALCON: Fine-grained Activation Manipulation by Contrastive Orthogonal Unalignment for Large Language Model,Room 8,social_and_economic_aspects_of_machine_learning
4084,ADG: Ambient Diffusion-Guided Dataset Recovery for Corruption-Robust Offline Reinforcement Learning,Room 11,reinforcement_learning
4085,Watermarking Autoregressive Image Generation,Room 5,social_and_economic_aspects_of_machine_learning
4086,FlowMixer: A Depth-Agnostic Neural Architecture for Interpretable Spatiotemporal Forecasting,Room 1,machine_learning_for_sciences
4087,CPPO: Accelerating the Training of Group Relative Policy Optimization-Based Reasoning Models,Room 1,deep_learning
4088,Recursive Inference Scaling: A Winning Path to Scalable Inference in Language and Multimodal Systems,Room 3,deep_learning
4089,Fairness under Competition,Room 9,social_and_economic_aspects_of_machine_learning
4090,A Closer Look at NTK Alignment: Linking Phase Transitions in Deep Image Regression,Room 1,theory
4091,Joint Velocity-Growth Flow Matching for Single-Cell Dynamics Modeling,Room 1,machine_learning_for_sciences
4092,Refinement Methods for Distributed Distribution Estimation under $\ell^p$-Losses,Room 4,theory
4093,The Effect of Optimal Self-Distillation in Noisy Gaussian Mixture Model,Room 11,theory
4094,Rethinking Optimal Verification Granularity for Compute-Efficient Test-Time Scaling,Room 3,deep_learning
4095,Measuring and Guiding Monosemanticity,Room 2,deep_learning
4096,Efficient Large Language Model Inference with Neural Block Linearization,Room 7,deep_learning
4097,Effective Policy Learning for Multi-Agent Online Coordination Beyond Submodular Objectives,Room 6,reinforcement_learning
4098,Exploring Data Scaling Trends and Effects in Reinforcement Learning from Human Feedback,Room 9,reinforcement_learning
4099,Revitalizing SVD for Global Covariance Pooling: Halley’s Method to Overcome Over-Flattening,Room 11,deep_learning
4100,Triplets Better Than Pairs: Towards Stable and Effective Self-Play Fine-Tuning for LLMs,Room 8,deep_learning
4101,Accurate and Efficient Low-Rank Model Merging in Core Space,Room 1,deep_learning
4102,Learning Human-Like RL Agents Through Trajectory Optimization With Action Quantization,Room 12,reinforcement_learning
4103,Beyond the 80/20 Rule: High-Entropy Minority Tokens Drive Effective Reinforcement Learning for LLM Reasoning,Room 2,deep_learning
4104,Understanding Generalization in Physics Informed Models through Affine Variety Dimensions,Room 1,theory
4105,Learning a Cross-Modal Schrödinger Bridge for Visual Domain Generalization,Room 5,applications
4106,Neural Green’s Functions,Room 6,machine_learning_for_sciences
4107,Variational Transdimensional Inference,Room 4,probabilistic_methods
4108,"Compositional Reasoning with Transformers, RNNs, and Chain of Thought",Room 3,theory
4109,Delving into Cascaded Instability: A Lipschitz Continuity View on Image Restoration and Object Detection Synergy,Room 2,deep_learning
4110,One Prompt Fits All: Universal Graph Adaptation for Pretrained Models,Room 3,general_machine_learning
4111,Continuous Simplicial Neural Networks,Room 12,general_machine_learning
4112,Towards General Modality Translation with Contrastive and Predictive Latent Diffusion Bridge,Room 1,deep_learning
4113,Straight-Line Diffusion Model for Efficient 3D Molecular Generation,Room 4,machine_learning_for_sciences
4114,Structural Information-based Hierarchical Diffusion for Offline Reinforcement Learning,Room 11,reinforcement_learning
4115,PMLF: A Physics-Guided Multiscale Loss Framework for Structurally Heterogeneous Time Series,Room 6,deep_learning
4116,MIRA: Medical Time Series Foundation Model for Real-World Health Data,Room 3,machine_learning_for_sciences
4117,MINGLE: Mixture of Null-Space Gated Low-Rank Experts for Test-Time Continual Model Merging,Room 12,general_machine_learning
4118,On the Stability and Generalization of Meta-Learning: the Impact of Inner-Levels,Room 1,theory
4119,Learn and Ensemble Bridge Adapters for Multi-domain Task Incremental Learning,Room 12,applications
4120,macOSWorld: A Multilingual Interactive Benchmark for GUI Agents,Room 3,applications
4121,Dynamic Diffusion Schrödinger Bridge in Astrophysical Observational Inversions,Room 4,machine_learning_for_sciences
4122,Composing Global Solutions to Reasoning Tasks via Algebraic Objects in Neural Nets,Room 4,theory
4123,Rooms from Motion: Un-posed Indoor 3D Object Detection as Localization and Mapping,Room 9,applications
4124,Improve Temporal Reasoning in Multimodal Large Language Models via Video Contrastive Decoding,Room 5,applications
4125,RLGF: Reinforcement Learning with Geometric Feedback for Autonomous Driving Video Generation,Room 2,applications
4126,Adaptive Algorithms with Sharp Convergence Rates for Stochastic Hierarchical Optimization,Room 4,optimization
4127,TPP-SD: Accelerating Transformer Point Process Sampling with Speculative Decoding,Room 8,general_machine_learning
4128,Decoupled Entropy Minimization,Room 6,general_machine_learning
4129,SeRL: Self-play Reinforcement Learning for Large Language Models with Limited Data,Room 9,deep_learning
4130,RETRO SYNFLOW: Discrete Flow-Matching for Accurate and Diverse Single-Step Retrosynthesis,Room 7,deep_learning
4131,How Far Are We from Optimal Reasoning Efficiency?,Room 10,deep_learning
4132,Panoptic Captioning: An Equivalence Bridge for Image and Text,Room 8,deep_learning
4133,Learning single index models via harmonic decomposition,Room 4,theory
4134,Transcending Cost-Quality Tradeoff in Agent Serving via Session-Awareness,Room 3,infrastructure
4135,TRUST: Test-Time Refinement using Uncertainty-Guided SSM Traverses,Room 5,deep_learning
4136,From Pretraining to Pathology: How Noise Leads to Catastrophic Inheritance in Medical Models,Room 2,deep_learning
4137,SkyLadder: Better and Faster Pretraining via Context Window Scheduling,Room 3,deep_learning
4138,Continual Gaussian Mixture Distribution Modeling for Class Incremental Semantic Segmentation,Room 2,applications
4139,AngleRoCL: Angle-Robust Concept Learning for Physically View-Invariant Adversarial Patches,Room 8,deep_learning
4140,AliO: Output Alignment Matters in Long-Term Time Series Forecasting,Room 6,applications
4141,Rising from Ashes: Generalized Federated Learning via Dynamic Parameter Reset,Room 10,applications
4142,Differentially Private Bilevel Optimization: Efficient Algorithms with Near-Optimal Rates,Room 4,social_and_economic_aspects_of_machine_learning
4143,Enhancing Optimizer Stability: Momentum Adaptation of The NGN Step-size,Room 4,optimization
4144,It’s Hard to Be Normal: The Impact of Noise on Structure-agnostic Estimation,Room 11,theory
4145,VideoHallu: Evaluating and Mitigating Multi-modal Hallucinations on Synthetic Video Understanding,Room 5,deep_learning
4146,WALL-E: World Alignment by NeuroSymbolic Learning improves World Model-based LLM Agents,Room 3,deep_learning
4147,Towards Interpretability Without Sacrifice: Faithful Dense Layer Decomposition with Mixture of Decoders,Room 2,social_and_economic_aspects_of_machine_learning
4148,AutoData: A Multi-Agent System for Open Web Data Collection,Room 9,deep_learning
4149,LT-Soups: Bridging Head and Tail Classes via Subsampled Model Soups,Room 3,deep_learning
4150,Scaling Laws For Scalable Oversight,Room 1,social_and_economic_aspects_of_machine_learning
4151,Joint Design of Protein Surface and Backbone Using a Diffusion Bridge Model,Room 7,machine_learning_for_sciences
4152,Red-Teaming Text-to-Image Systems by Rule-based Preference Modeling,Room 3,social_and_economic_aspects_of_machine_learning
4153,S'MoRE: Structural Mixture of Residual Experts for Parameter-Efficient LLM Fine-tuning,Room 3,deep_learning
4154,AutoPartGen: Autoregressive 3D Part Generation and Discovery,Room 9,deep_learning
